Employee ID,Name,Department,Project ID,Date,Task Category,Hours Worked,Remarks
E018,Rachel,Engineering,P119,2025-07-08,CustomerSupport,4.1,Needs review
E007,George,Engineering,P110,2025-07-27,Testing,6.9,Needs review
E009,Ian,Engineering,P104,2025-07-21,Testing,4.2,Needs review
E002,Bob,Support,P214,2025-07-15,Research,7.9,Work in progress
E020,Tina,Marketing,P206,2025-07-19,Development,3.5,Needs review
E003,Charlie,Support,P217,2025-07-12,Training,7.5,Work in progress
E020,Tina,Engineering,P115,2025-07-09,CustomerSupport,5.3,Needs review
E005,Ethan,Support,P219,2025-07-20,Research,7.4,Pending deployment
E013,Martin,Support,P219,2025-07-28,Campaign,7.5,Completed task
E005,Ethan,Engineering,P105,2025-07-04,Campaign,7.3,Pending deployment
E005,Ethan,Engineering,P102,2025-07-13,Research,3.1,Work in progress
E005,Ethan,HR,P203,2025-07-27,Development,3.3,Needs review
E008,Helen,Support,P203,2025-07-18,Campaign,8.9,Client feedback
E008,Helen,Support,P204,2025-07-02,Development,3.8,Work in progress
E014,Nina,Marketing,P213,2025-07-15,Documentation,6.9,On hold
E006,Fiona,Engineering,P119,2025-07-23,Training,6.1,Needs review
E007,George,Support,P214,2025-07-14,Campaign,4.2,Client feedback
E012,Laura,HR,P217,2025-07-25,Testing,6.3,Work in progress
E005,Ethan,Support,P207,2025-07-17,Development,5.1,Work in progress
E015,Oscar,HR,P202,2025-07-05,Documentation,8.5,On hold
E016,Priya,Engineering,P115,2025-07-02,Design,6.9,On hold
E004,Diana,Support,P207,2025-07-18,Development,8.7,Completed task
E004,Diana,Support,P203,2025-07-13,Training,7.9,Pending deployment
E012,Laura,Marketing,P210,2025-07-21,Training,8.8,Client feedback
E003,Charlie,Support,P215,2025-07-23,Testing,5.2,Pending deployment
E002,Bob,Engineering,P116,2025-07-12,Training,7.7,Work in progress
E013,Martin,Engineering,P116,2025-07-28,Development,7.9,Completed task
E006,Fiona,Engineering,P104,2025-07-20,Design,4.0,Pending deployment
E016,Priya,Engineering,P114,2025-07-05,Campaign,3.9,Completed task
E015,Oscar,Engineering,P112,2025-07-10,CustomerSupport,4.1,Completed task
E004,Diana,Engineering,P101,2025-07-01,Training,6.3,Client feedback
E012,Laura,Support,P203,2025-07-17,Documentation,5.9,On hold
E008,Helen,Engineering,P106,2025-07-03,Training,4.5,On hold
E008,Helen,Marketing,P203,2025-07-17,Documentation,7.1,Needs review
E011,Kevin,Support,P218,2025-07-15,Development,3.5,Work in progress
E005,Ethan,Support,P210,2025-07-04,Campaign,8.8,Pending deployment
E009,Ian,Engineering,P104,2025-07-16,Development,6.6,Pending deployment
E010,Julia,Engineering,P118,2025-07-22,Research,7.9,Pending deployment
E002,Bob,Marketing,P215,2025-07-06,Training,7.7,On hold
E016,Priya,Support,P201,2025-07-30,Research,7.3,Pending deployment
E013,Martin,HR,P219,2025-07-01,Training,4.9,Completed task
E020,Tina,Engineering,P109,2025-07-30,Design,5.4,On hold
E017,Quinn,Support,P202,2025-07-19,Development,4.2,On hold
E013,Martin,Sales,P211,2025-07-11,Training,7.2,On hold
E014,Nina,Engineering,P102,2025-07-23,Design,8.0,On hold
E013,Martin,Support,P201,2025-07-16,CustomerSupport,4.0,Needs review
E007,George,Engineering,P105,2025-07-17,CustomerSupport,7.8,Needs review
E012,Laura,Sales,P209,2025-07-07,Design,5.7,Needs review
E004,Diana,Engineering,P108,2025-07-21,Campaign,5.2,On hold
E019,Steve,Engineering,P105,2025-07-11,Testing,4.7,Client feedback
E010,Julia,Engineering,P110,2025-07-03,Documentation,8.0,On hold
E020,Tina,Support,P215,2025-07-16,CustomerSupport,7.5,Pending deployment
E015,Oscar,HR,P202,2025-07-12,Testing,7.8,Work in progress
E015,Oscar,Engineering,P118,2025-07-15,Campaign,5.2,On hold
E007,George,Engineering,P111,2025-07-27,ClientMeeting,3.3,Needs review
E014,Nina,Engineering,P116,2025-07-05,Training,3.5,Client feedback
E018,Rachel,Sales,P216,2025-07-02,Training,6.2,Needs review
E003,Charlie,Sales,P220,2025-07-16,Testing,4.7,Pending deployment
E005,Ethan,Engineering,P118,2025-07-19,Campaign,3.4,Pending deployment
E004,Diana,Engineering,P113,2025-07-12,Testing,5.6,On hold
E002,Bob,Sales,P209,2025-07-06,ClientMeeting,3.1,Work in progress
E002,Bob,Sales,P214,2025-07-15,Documentation,4.9,Work in progress
E015,Oscar,Support,P218,2025-07-13,Development,3.9,Work in progress
E008,Helen,Engineering,P109,2025-07-14,CustomerSupport,3.9,Pending deployment
E014,Nina,Sales,P205,2025-07-15,Documentation,8.7,Needs review
E014,Nina,Support,P217,2025-07-22,Development,4.6,Work in progress
E013,Martin,Sales,P205,2025-07-20,Training,3.2,Client feedback
E014,Nina,Engineering,P102,2025-07-03,Documentation,5.8,Client feedback
E002,Bob,Engineering,P109,2025-07-11,Training,8.6,Needs review
E007,George,Support,P204,2025-07-12,Testing,5.1,Pending deployment
E003,Charlie,Engineering,P104,2025-07-29,Documentation,4.7,Work in progress
E001,Alice,Engineering,P119,2025-07-27,Campaign,4.8,Client feedback
E002,Bob,Support,P205,2025-07-30,Design,6.6,Completed task
E017,Quinn,Engineering,P116,2025-07-18,Campaign,7.4,Pending deployment
E010,Julia,HR,P216,2025-07-26,Design,3.3,Client feedback
E013,Martin,Engineering,P118,2025-07-21,Testing,6.5,Needs review
E015,Oscar,Marketing,P209,2025-07-18,Training,3.7,On hold
E003,Charlie,HR,P204,2025-07-07,Training,5.2,Client feedback
E003,Charlie,Engineering,P109,2025-07-16,CustomerSupport,3.9,On hold
E008,Helen,Engineering,P102,2025-07-21,CustomerSupport,6.4,Client feedback
E010,Julia,Engineering,P106,2025-07-28,Research,7.7,Needs review
E008,Helen,Engineering,P119,2025-07-06,CustomerSupport,3.8,Needs review
E007,George,Engineering,P106,2025-07-12,Testing,4.0,On hold
E010,Julia,Engineering,P119,2025-07-13,Development,5.0,Needs review
E019,Steve,Support,P215,2025-07-27,Documentation,4.9,Work in progress
E020,Tina,Engineering,P110,2025-07-30,Testing,5.1,On hold
E013,Martin,Marketing,P214,2025-07-17,Development,6.6,Work in progress
E020,Tina,Engineering,P114,2025-07-26,Research,8.0,Work in progress
E011,Kevin,HR,P214,2025-07-21,Documentation,7.9,On hold
E013,Martin,Support,P209,2025-07-03,ClientMeeting,6.1,Needs review
E008,Helen,Engineering,P108,2025-07-22,Campaign,6.4,Needs review
E007,George,Marketing,P208,2025-07-18,Campaign,5.3,Client feedback
E008,Helen,Marketing,P203,2025-07-27,Testing,7.2,On hold
E007,George,Engineering,P116,2025-07-18,Campaign,3.7,On hold
E012,Laura,Support,P212,2025-07-06,Development,6.0,Client feedback
E016,Priya,Engineering,P112,2025-07-22,CustomerSupport,7.0,Needs review
E004,Diana,Support,P209,2025-07-22,Research,6.1,Pending deployment
E007,George,Marketing,P211,2025-07-07,Development,3.5,On hold
E004,Diana,Marketing,P203,2025-07-10,Design,7.5,Completed task
E013,Martin,Marketing,P207,2025-07-14,Design,6.9,Client feedback
E013,Martin,Engineering,P111,2025-07-01,Design,4.7,Needs review
E009,Ian,Engineering,P108,2025-07-29,ClientMeeting,3.5,On hold
E004,Diana,Engineering,P105,2025-07-19,Testing,8.2,Needs review
E005,Ethan,Marketing,P219,2025-07-03,Testing,3.4,Pending deployment
E010,Julia,Engineering,P113,2025-07-16,Campaign,3.6,Work in progress
E004,Diana,HR,P207,2025-07-28,Development,6.5,Completed task
E010,Julia,Marketing,P214,2025-07-22,Testing,6.0,Completed task
E007,George,Engineering,P114,2025-07-08,Campaign,8.0,Client feedback
E017,Quinn,Engineering,P107,2025-07-09,Documentation,6.8,Work in progress
E007,George,Engineering,P101,2025-07-16,Research,5.5,On hold
E006,Fiona,Engineering,P113,2025-07-03,Development,7.4,Work in progress
E011,Kevin,Engineering,P110,2025-07-24,Testing,6.5,Work in progress
E014,Nina,Support,P206,2025-07-22,Documentation,7.3,Pending deployment
E013,Martin,Engineering,P104,2025-07-13,CustomerSupport,4.2,Completed task
